UniprotEntry	task	split	label	source_sheet	Gene name	Organism	Organism ID	length	Hydropathy	FCR	IDR	LCR	PScore	PLAAC	catGRANULE	DeepCoil	Phos freq	DeepPhase
Q9UKK3	hPdPS	train	0	hNoPS	PARP4	Homo sapiens	9606	1724	0.46937355	0.228538283062645	0.0	0.0417633410672853	3.23	-0.025	0.585888	0	0.03074245939675174	0.35971743
Q9UKL6	hPdPS	train	0	hNoPS	PPCT	Homo sapiens	9606	214	0.444911734	0.261682242990654	0.0	0.0	-1.28	-0.278	0.100904	0	0.004672897196261682	0.70742786
Q9UKM7	hPdPS	train	0	hNoPS	MA1B1	Homo sapiens	9606	699	0.4490701	0.237482117310443	0.0	0.050071530758226	2.72	-0.233	0.5738	0	0.010014306151645207	0.9997156
Q9UKN1	hPdPS	train	0	hNoPS	MUC12	Homo sapiens	9606	5478	0.433852582	0.118656443957648	0.0	0.276013143483023	3.9	-0.064	0.868932	0	0.007301935012778387	
Q9UKN7	hPdPS	train	0	hNoPS	MYO15	Homo sapiens	9606	3530	0.449852062	0.225495750708215	0.11728045325779	0.154957507082152	7.03	0.002	1.0966	0	0.0073654390934844195	
Q9UKP3	hPdPS	train	0	hNoPS	ITBP2	Homo sapiens	9606	347	0.446013449	0.236311239193083	0.115273775216138	0.0922190201729106	3.5	-0.302	0.0508523	0	0.002881844380403458	0.2614632
Q9UKP4	hPdPS	train	0	hNoPS	ATS7	Homo sapiens	9606	1686	0.441973112	0.208185053380782	0.00533807829181494	0.122182680901542	3.72	-0.171	0.898271	0	0.005338078291814947	0.93389875
Q9UKP5	hPdPS	train	0	hNoPS	ATS6	Homo sapiens	9606	1117	0.442096887	0.222918531781557	0.0	0.0	4.06	-0.274	0.961783	0	0.0017905102954341987	
Q9UKP6	hPdPS	train	0	hNoPS	UR2R	Homo sapiens	9606	389	0.528106255	0.141388174807197	0.187660668380462	0.282776349614395	2.18	-0.145	-0.429231	0	0.0	
Q9UKQ2	hPdPS	train	0	hNoPS	ADA28	Homo sapiens	9606	775	0.446953405	0.246451612903225	0.0761290322580645	0.0361290322580645	1.54	-0.262	0.591867	0	0.003870967741935484	0.38720974
Q9UKR5	hPdPS	train	0	hNoPS	ERG28	Homo sapiens	9606	140	0.558888889	0.135714285714285	0.0	0.0	-1.24	-0.406	-1.13589	0	0.007142857142857143	0.26066566
Q9UKT4	hPdPS	train	0	hNoPS	FBX5	Homo sapiens	9606	447	0.43233905	0.268456375838926	0.0	0.0671140939597315	0.8	-0.194	0.32287	0	0.035794183445190156	0.33855888
Q9UKT5	hPdPS	train	0	hNoPS	FBX4	Homo sapiens	9606	387	0.459517657	0.224806201550387	0.0335917312661498	0.0516795865633074	0.05	-0.252	-0.121046	0	0.023255813953488372	0.8587448
Q9UKT6	hPdPS	train	0	hNoPS	FXL21	Homo sapiens	9606	434	0.502739375	0.2073732718894	0.0	0.0552995391705069	-0.56	-0.354	-0.570189	0	0.0069124423963133645	
Q9UKT8	hPdPS	train	0	hNoPS	FBXW2	Homo sapiens	9606	454	0.492608908	0.21806167400881	0.0	0.0374449339207048	0.41	-0.392	-0.0810076	0	0.004405286343612335	0.50348055
Q9UKT9	hPdPS	train	0	hNoPS	IKZF3	Homo sapiens	9606	509	0.411875136	0.277013752455795	0.125736738703339	0.0235756385068762	1.4	-0.2	0.419005	0	0.0275049115913556	0.39656135
Q9UKU7	hPdPS	train	0	hNoPS	ACAD8	Homo sapiens	9606	415	0.494350736	0.2	0.0	0.0	0.34	-0.244	0.59203	0	0.007228915662650603	
Q9UKU9	hPdPS	train	0	hNoPS	ANGL2	Homo sapiens	9606	493	0.423597025	0.227180527383367	0.0	0.148073022312373	5.88	-0.097	0.683362	0	0.014198782961460446	0.2935913
Q9UKV5	hPdPS	train	0	hNoPS	AMFR	Homo sapiens	9606	643	0.488405046	0.203732503888024	0.104199066874028	0.0482115085536547	0.09	-0.12	-0.334632	0	0.01866251944012442	0.27362472
Q9UKW6	hPdPS	train	0	hNoPS	ELF5	Homo sapiens	9606	265	0.435220126	0.245283018867924	0.0	0.0	-0.91	-0.354	-0.355933	0	0.0	0.48401985
Q9UKX5	hPdPS	train	0	hNoPS	ITA11	Homo sapiens	9606	1188	0.469855967	0.223063973063973	0.0	0.0117845117845117	1.69	-0.074	1.06653	0	0.007575757575757576	
Q9UKY4	hPdPS	train	0	hNoPS	POMT2	Homo sapiens	9606	750	0.517155556	0.153333333333333	0.0266666666666666	0.0866666666666666	0.63	-0.153	0.533729	0	0.009333333333333334	
Q9UL03	hPdPS	train	0	hNoPS	INT6	Homo sapiens	9606	887	0.441951647	0.234498308906426	0.0	0.0	0.95	-0.089	0.69937	0	0.016910935738444193	0.9129424
Q9UL12	hPdPS	train	0	hNoPS	SARDH	Homo sapiens	9606	918	0.471556524	0.210239651416122	0.0	0.0130718954248366	1.86	-0.148	1.01953	0	0.0032679738562091504	0.52778596
Q9UL16	hPdPS	train	0	hNoPS	CFA45	Homo sapiens	9606	551	0.360395241	0.433756805807622	0.226860254083484	0.199637023593466	0.82	-0.377	0.270548	0	0.003629764065335753	0.4838721
Q9UL33	hPdPS	train	0	hNoPS	TPC2L	Homo sapiens	9606	140	0.481269841	0.221428571428571	0.0	0.0	-0.66	-0.237	-0.830054	0	0.02142857142857143	0.41116235
Q9UL36	hPdPS	train	0	hNoPS	ZN236	Homo sapiens	9606	1845	0.432749172	0.20650406504065	0.0	0.05420054200542	1.59	0.022	0.856158	0	0.01084010840108401	
Q9UL41	hPdPS	train	0	hNoPS	PNMA3	Homo sapiens	9606	463	0.440172786	0.280777537796976	0.0518358531317494	0.131749460043196	2.73	-0.171	0.586525	0	0.0064794816414686825	
Q9UL45	hPdPS	train	0	hNoPS	BL1S6	Homo sapiens	9606	172	0.40878553	0.331395348837209	0.441860465116279	0.197674418604651	0.78	-0.519	-0.592259	0	0.005813953488372093	
Q9UL49	hPdPS	train	0	hNoPS	TCFL5	Homo sapiens	9606	500	0.448333333	0.216	0.0559999999999999	0.296	1.58	-0.073	0.799115	0	0.012	0.31772178
Q9UL58	hPdPS	train	0	hNoPS	ZN215	Homo sapiens	9606	517	0.41280894	0.282398452611218	0.0	0.0	0.53	-0.252	0.469106	0	0.01160541586073501	0.8298076
Q9UL63	hPdPS	train	0	hNoPS	MKLN1	Homo sapiens	9606	735	0.436145125	0.258503401360544	0.0	0.0285714285714285	1.95	-0.257	0.701739	0	0.0027210884353741495	0.999302
Q9UL68	hPdPS	train	0	hNoPS	MYT1L	Homo sapiens	9606	1186	0.37952033	0.321247892074199	0.139123102866779	0.147554806070826	3.29	-0.181	1.11148	0	0.0193929173693086	0.97279906
Q9ULA0	hPdPS	train	0	hNoPS	DNPEP	Homo sapiens	9606	475	0.485614035	0.202061855670103	0.0	0.0	0.68	-0.19	0.0926058	0	0.02736842105263158	0.22159854
Q9ULC0	hPdPS	train	0	hNoPS	MUCEN	Homo sapiens	9606	261	0.484631758	0.157088122605363	0.149425287356321	0.21455938697318	-0.62	-0.248	-0.417387	0	0.019157088122605363	
Q9ULC3	hPdPS	train	0	hNoPS	RAB23	Homo sapiens	9606	237	0.447726207	0.282700421940928	0.0	0.0	0.47	-0.111	0.593761	0	0.0379746835443038	0.70312995
Q9ULC8	hPdPS	train	0	hNoPS	ZDHC8	Homo sapiens	9606	765	0.468932462	0.179084967320261	0.0771241830065359	0.167320261437908	3.82	0.044	0.832423	0	0.043137254901960784	0.31310475
Q9ULD4	hPdPS	train	0	hNoPS	BRPF3	Homo sapiens	9606	1205	0.422895343	0.292946058091286	0.119502074688796	0.122821576763485	2.69	-0.175	0.88352	0	0.030705394190871368	0.49716175
Q9ULD5	hPdPS	train	0	hNoPS	ZN777	Homo sapiens	9606	831	0.401403931	0.261131167268351	0.113116726835138	0.075812274368231	1.62	-0.147	0.542435	0	0.02045728038507822	0.46307114
Q9ULD6	hPdPS	train	0	hNoPS	INTU	Homo sapiens	9606	942	0.459105921	0.246284501061571	0.0552016985138004	0.0647558386411889	3.42	-0.228	0.675275	0	0.009554140127388535	0.4130449
Q9ULD8	hPdPS	train	0	hNoPS	KCNH3	Homo sapiens	9606	1083	0.483635991	0.192059095106186	0.0757156048014773	0.130193905817174	3.82	-0.127	0.753947	0	0.007386888273314866	0.56854016
Q9ULD9	hPdPS	train	0	hNoPS	ZN608	Homo sapiens	9606	1512	0.400411523	0.248015873015873	0.234788359788359	0.253968253968253	3.89	0.057	1.74873	0	0.025793650793650792	0.5679061
Q9ULE0	hPdPS	train	0	hNoPS	WWC3	Homo sapiens	9606	1092	0.425875051	0.284798534798534	0.0	0.144688644688644	2.65	-0.244	0.420802	0	0.031135531135531136	0.319112
Q9ULE4	hPdPS	train	0	hNoPS	F184B	Homo sapiens	9606	1060	0.382348008	0.332075471698113	0.0650943396226415	0.0830188679245283	3.06	-0.203	0.616092	0	0.017924528301886792	
Q9ULE6	hPdPS	train	0	hNoPS	PALD	Homo sapiens	9606	856	0.46488837	0.227803738317757	0.00467289719626168	0.0175233644859813	-0.19	-0.181	0.212557	0	0.010514018691588784	
Q9ULF5	hPdPS	train	0	hNoPS	S39AA	Homo sapiens	9606	831	0.438427597	0.223826714801444	0.0	0.166064981949458	0.28	-0.216	1.23267	0	0.018050541516245487	0.5612414
Q9ULG1	hPdPS	train	0	hNoPS	INO80	Homo sapiens	9606	1556	0.429655813	0.270565552699228	0.0687660668380462	0.17159383033419	2.53	-0.047	1.15734	0	0.02056555269922879	0.7104777
Q9ULG3	hPdPS	train	0	hNoPS	K1257	Homo sapiens	9606	409	0.419940234	0.288508557457212	0.0904645476772616	0.097799511002445	0.1	-0.4	0.0146202	0	0.009779951100244499	0.27993333
Q9ULG6	hPdPS	train	0	hNoPS	CCPG1	Homo sapiens	9606	757	0.395126963	0.317040951122853	0.157199471598414	0.104359313077939	0.92	-0.211	0.871905	1	0.018494055482166448	0.4404967
Q9ULH0	hPdPS	train	0	hNoPS	KDIS	Homo sapiens	9606	1771	0.459006211	0.234895539243365	0.142857142857142	0.0513833992094861	4.46	0.112	1.08268	0	0.0502540937323546	0.36271578
Q9ULH1	hPdPS	train	0	hNoPS	ASAP1	Homo sapiens	9606	1129	0.422911131	0.260407440212577	0.217891939769707	0.197519929140832	3.03	-0.118	0.900068	0	0.0354295837023915	0.645017
Q9ULH4	hPdPS	train	0	hNoPS	LRFN2	Homo sapiens	9606	789	0.490452049	0.186311787072243	0.0	0.186311787072243	1.58	-0.084	0.594791	0	0.016476552598225603	0.49511763
Q9ULH7	hPdPS	train	0	hNoPS	MRTFB	Homo sapiens	9606	1088	0.43378268	0.200367647058823	0.110294117647058	0.219669117647058	2.25	0.165	0.291523	0	0.03216911764705882	0.47928002
Q9ULI0	hPdPS	train	0	hNoPS	ATD2B	Homo sapiens	9606	1458	0.423830209	0.30315500685871	0.069272976680384	0.109739368998628	1.79	-0.176	0.977547	0	0.026748971193415638	0.4684488
Q9ULI1	hPdPS	train	0	hNoPS	NWD2	Homo sapiens	9606	1742	0.480750096	0.233065442020665	0.0189437428243398	0.0	0.2	-0.349	0.581494	0	0.009184845005740528	
Q9ULI3	hPdPS	train	0	hNoPS	HEG1	Homo sapiens	9606	1381	0.453833776	0.170166545981173	0.0731354091238233	0.236060825488776	2.56	-0.13	0.414267	0	0.02389572773352643	0.7532123
Q9ULJ3	hPdPS	train	0	hNoPS	ZBT21	Homo sapiens	9606	1066	0.42808005	0.24765478424015	0.0	0.0825515947467167	1.67	-0.158	0.612988	0	0.0450281425891182	0.4482593
Q9ULJ7	hPdPS	train	0	hNoPS	ANR50	Homo sapiens	9606	1429	0.468159552	0.203638908327501	0.0258922323303009	0.0482855143456962	0.72	0.017	0.946461	0	0.02799160251924423	0.27016887
Q9ULK0	hPdPS	train	0	hNoPS	GRID1	Homo sapiens	9606	1009	0.483140623	0.2001982160555	0.0	0.0455896927651139	2.03	-0.049	0.396282	0	0.006937561942517344	
Q9ULK6	hPdPS	train	0	hNoPS	RN150	Homo sapiens	9606	438	0.488964992	0.21917808219178	0.0	0.0799086757990867	0.82	-0.27	-0.0850914	0	0.0045662100456621	
Q9ULL0	hPdPS	train	0	hNoPS	K1210	Homo sapiens	9606	1709	0.415720694	0.241076653013458	0.553540081919251	0.100643651258045	1.99	0.013	1.0381	0	0.018724400234055003	
Q9ULL1	hPdPS	train	0	hNoPS	PKHG1	Homo sapiens	9606	1385	0.421115122	0.259205776173285	0.0411552346570397	0.0353790613718411	1.72	-0.145	0.841816	0	0.03754512635379061	0.61873364
Q9ULL5	hPdPS	train	0	hNoPS	PRR12	Homo sapiens	9606	2036	0.424154115	0.197937131630648	0.511296660117878	0.385559921414538	5.74	0.221	1.73599	0	0.027013752455795677	0.38933432
Q9ULL8	hPdPS	train	0	hNoPS	SHRM4	Homo sapiens	9606	1493	0.407055146	0.239785666443402	0.123911587407903	0.0676490288010716	3.78	0.042	1.06207	0	0.02277294038847957	
Q9ULQ1	hPdPS	train	0	hNoPS	TPC1	Homo sapiens	9606	816	0.520424837	0.185049019607843	0.0821078431372549	0.160539215686274	0.47	-0.093	-0.086774	0	0.012254901960784314	
Q9ULR0	hPdPS	train	0	hNoPS	ISY1	Homo sapiens	9606	285	0.389005848	0.4	0.750877192982456	0.157894736842105	0.89	-0.485	0.854835	0	0.02456140350877193	0.7472355
Q9ULR3	hPdPS	train	0	hNoPS	PPM1H	Homo sapiens	9606	514	0.463445741	0.239299610894941	0.0	0.0486381322957198	1.73	-0.308	0.876496	0	0.0311284046692607	0.73172134
Q9ULT0	hPdPS	train	0	hNoPS	TTC7A	Homo sapiens	9606	858	0.477700078	0.234265734265734	0.0	0.0664335664335664	0.27	-0.289	0.0988132	0	0.022144522144522144	
Q9ULT6	hPdPS	train	0	hNoPS	ZNRF3	Homo sapiens	9606	936	0.440835708	0.2008547008547	0.0769230769230769	0.164529914529914	3.76	-0.091	1.05547	0	0.017094017094017096	0.6565043
Q9ULT8	hPdPS	train	0	hNoPS	HECD1	Homo sapiens	9606	2610	0.450391656	0.253639846743295	0.0	0.113793103448275	2.17	0.053	1.15591	0	0.027969348659003832	0.86782
Q9ULV0	hPdPS	train	0	hNoPS	MYO5B	Homo sapiens	9606	1848	0.436694324	0.273809523809523	0.0	0.066017316017316	1.49	-0.236	0.750027	0	0.01893939393939394	0.39882585
Q9ULV1	hPdPS	train	0	hNoPS	FZD4	Homo sapiens	9606	537	0.527457066	0.171322160148975	0.0	0.0540037243947858	0.19	-0.308	0.0171032	0	0.0	0.17776856
Q9ULV3	hPdPS	train	0	hNoPS	CIZ1	Homo sapiens	9606	898	0.403464489	0.20044543429844	0.208240534521158	0.217149220489977	2.11	0.51	0.0441874	0	0.05011135857461024	0.6942083
Q9ULV5	hPdPS	train	0	hNoPS	HSF4	Homo sapiens	9606	492	0.452235772	0.223577235772357	0.262195121951219	0.0914634146341463	1.69	-0.289	0.771344	0	0.006097560975609756	0.92679995
Q9ULW6	hPdPS	train	0	hNoPS	NP1L2	Homo sapiens	9606	460	0.408961353	0.360869565217391	0.17391304347826	0.22391304347826	1.07	-0.348	1.15644	0	0.017391304347826087	0.41808525
Q9ULX9	hPdPS	train	0	hNoPS	MAFF	Homo sapiens	9606	164	0.439701897	0.292682926829268	0.591463414634146	0.207317073170731	-0.78	-0.328	-0.156902	1	0.018292682926829267	0.40937254
Q9ULY5	hPdPS	train	0	hNoPS	CLC4E	Homo sapiens	9606	219	0.478792491	0.182648401826484	0.0	0.0	0.94	-0.33	-0.596114	0	0.0182648401826484	0.43331593
Q9ULZ0	hPdPS	train	0	hNoPS	T53G3	Homo sapiens	9606	124	0.472759857	0.161290322580645	0.75	0.0		-0.339	-1.10684	0	0.008064516129032258	
Q9ULZ1	hPdPS	train	0	hNoPS	APEL	Homo sapiens	9606	77	0.45021645	0.194805194805194	1.0	0.324675324675324		-0.207	0.519223	0	0.0	
Q9UM00	hPdPS	train	0	hNoPS	TMCO1	Homo sapiens	9606	239	0.479451418	0.255230125523012	0.0376569037656903	0.150627615062761	3.68	-0.303	0.152769	0	0.0	0.27727342
Q9UM44	hPdPS	train	0	hNoPS	HHLA2	Homo sapiens	9606	414	0.473617821	0.185990338164251	0.0628019323671497	0.0338164251207729	-0.58	-0.192	0.0162701	0	0.0	
Q9UM73	hPdPS	train	0	hNoPS	ALK	Homo sapiens	9606	1620	0.466975309	0.194444444444444	0.00185185185185185	0.103086419753086	5.28	-0.1	1.36769	0	0.018518518518518517	0.6161477
Q9UM82	hPdPS	train	0	hNoPS	SPAT2	Homo sapiens	9606	520	0.43707265	0.25576923076923	0.0	0.115384615384615	1.53	-0.257	-0.10422	0	0.051923076923076926	0.9999831
Q9UMD9	hPdPS	train	0	hNoPS	COHA1	Homo sapiens	9606	1497	0.436324501	0.163660654642618	0.0788243152972612	0.440213760855043	6.68	0.129	3.18409	0	0.03139612558450234	0.6693895
Q9UMQ6	hPdPS	train	0	hNoPS	CAN11	Homo sapiens	9606	739	0.455014284	0.244925575101488	0.0324763193504736	0.0568335588633288	3.2	-0.226	0.839594	0	0.008119079837618403	
Q9UMR3	hPdPS	train	0	hNoPS	TBX20	Homo sapiens	9606	447	0.458637832	0.192393736017897	0.0894854586129754	0.0939597315436241	1.08	0.029	0.15553	0	0.0044742729306487695	
Q9UMR5	hPdPS	train	0	hNoPS	PPT2	Homo sapiens	9606	302	0.504966887	0.165562913907284	0.0	0.076158940397351	0.43	-0.278	-0.32617	0	0.0	
Q9UMR7	hPdPS	train	0	hNoPS	CLC4A	Homo sapiens	9606	237	0.450914205	0.227848101265822	0.0	0.10548523206751	0.01	-0.376	-0.701429	0	0.008438818565400843	
Q9UMS0	hPdPS	train	0	hNoPS	NFU1	Homo sapiens	9606	254	0.469685039	0.24015748031496	0.0472440944881889	0.0787401574803149	0.09	-0.207	-0.155612	0	0.007874015748031496	0.45549405
Q9UMS6	hPdPS	train	0	hNoPS	SYNP2	Homo sapiens	9606	1093	0.427854021	0.230558096980786	0.523330283623055	0.14455626715462	2.84	0.032	0.919262	0	0.0686184812442818	0.5821979
Q9UMW8	hPdPS	train	0	hNoPS	UBP18	Homo sapiens	9606	372	0.467951016	0.233870967741935	0.0053763440860215	0.0	1.58	-0.333	-0.5327	0	0.002688172043010753	0.5089823
Q9UMX1	hPdPS	train	0	hNoPS	SUFU	Homo sapiens	9606	484	0.450068871	0.225206611570247	0.0	0.0578512396694214	1.36	-0.212	0.40971	0	0.022727272727272728	0.7079838
Q9UMX2	hPdPS	train	0	hNoPS	OAZ3	Homo sapiens	9606	235	0.442033097	0.238297872340425	0.0	0.0	0.64	-0.372	-0.425964	0	0.01702127659574468	0.49363604
Q9UMX3	hPdPS	train	0	hNoPS	BOK	Homo sapiens	9606	212	0.534433962	0.216981132075471	0.0	0.0	-1.58	-0.397	-0.938178	0	0.014150943396226415	
Q9UMX6	hPdPS	train	0	hNoPS	GUC1B	Homo sapiens	9606	200	0.447944444	0.31	0.0	0.0	-1.05	-0.477	0.0659299	0	0.005	
Q9UMX9	hPdPS	train	0	hNoPS	S45A2	Homo sapiens	9606	530	0.540188679	0.143396226415094	0.0	0.133962264150943	0.37	-0.21	0.349563	0	0.005660377358490566	
Q9UMZ2	hPdPS	train	0	hNoPS	SYNRG	Homo sapiens	9606	1314	0.446862845	0.219939117199391	0.0	0.112633181126331	4.19	0.304	1.22209	0	0.0471841704718417	0.30322915
Q9UMZ3	hPdPS	train	0	hNoPS	PTPRQ	Homo sapiens	9606	2332	0.470921479	0.195969125214408	0.0	0.0244425385934819	1.74	-0.111	0.868083	0	0.008147512864493996	0.5275727
Q9UN19	hPdPS	train	0	hNoPS	DAPP1	Homo sapiens	9606	280	0.446111111	0.253571428571428	0.0	0.0	-0.94	-0.413	0.293173	0	0.017857142857142856	
Q9UN30	hPdPS	train	0	hNoPS	SCML1	Homo sapiens	9606	329	0.434177643	0.258358662613981	0.0	0.0364741641337386	1.86	-0.142	-0.0581543	0	0.03343465045592705	0.8658509
Q9UN42	hPdPS	train	0	hNoPS	AT1B4	Homo sapiens	9606	357	0.43373794	0.26890756302521	0.176470588235294	0.0840336134453781	0.27	-0.16	0.247041	0	0.0	
Q9UN73	hPdPS	train	0	hNoPS	PCDA6	Homo sapiens	9606	950	0.474783626	0.224210526315789	0.0568421052631579	0.0663157894736842	2.21	-0.182	0.832259	0	0.007368421052631579	0.4351465
Q9UN79	hPdPS	train	0	hNoPS	SOX13	Homo sapiens	9606	622	0.414916041	0.242765273311897	0.189710610932475	0.109324758842443	3.58	0.151	0.293957	0	0.04501607717041801	0.5133232
Q9UN88	hPdPS	train	0	hNoPS	GBRT	Homo sapiens	9606	632	0.47559775	0.204113924050632	0.0	0.10126582278481	1.77	-0.192	0.209698	0	0.012658227848101266	
Q9UNA3	hPdPS	train	0	hNoPS	A4GCT	Homo sapiens	9606	340	0.477254902	0.197058823529411	0.0	0.0352941176470588	-0.03	-0.31	-0.338356	0	0.0	
Q9UNA4	hPdPS	train	0	hNoPS	POLI	Homo sapiens	9606	740	0.444414414	0.256756756756756	0.0283783783783783	0.0756756756756756	0.98	-0.065	0.73258	0	0.014864864864864866	0.9937137
Q9UNG2	hPdPS	train	0	hNoPS	TNF18	Homo sapiens	9606	199	0.506756002	0.14572864321608	0.0	0.0	-1.02	-0.254	-0.901473	0	0.0	
Q9UNK9	hPdPS	train	0	hNoPS	ANGE1	Homo sapiens	9606	670	0.475422886	0.211940298507462	0.0	0.0776119402985074	0.33	-0.157	-0.0771851	0	0.010447761194029851	0.46622917
Q9UNL2	hPdPS	train	0	hNoPS	SSRG	Homo sapiens	9606	185	0.507327327	0.216216216216216	0.0	0.0972972972972973	-1.04	-0.401	-0.721913	0	0.04864864864864865	0.63706267
Q9UNL4	hPdPS	train	0	hNoPS	ING4	Homo sapiens	9606	249	0.404417671	0.333333333333333	0.0	0.16867469879518	2.98	-0.439	0.0561777	0	0.020080321285140562	0.2933421
Q9UNN5	hPdPS	train	0	hNoPS	FAF1	Homo sapiens	9606	650	0.445897436	0.267692307692307	0.0	0.063076923076923	3.18	-0.113	0.102309	0	0.02	0.60641503
Q9UNN8	hPdPS	train	0	hNoPS	EPCR	Homo sapiens	9606	238	0.501820728	0.147058823529411	0.0	0.042016806722689	0.78	-0.225	-0.334191	0	0.008403361344537815	
Q9UNQ0	hPdPS	train	0	hNoPS	ABCG2	Homo sapiens	9606	655	0.521611535	0.172519083969465	0.0	0.0213740458015267	0.99	-0.177	0.498166	0	0.015267175572519083	0.7516969
Q9UNS1	hPdPS	train	0	hNoPS	TIM	Homo sapiens	9606	1208	0.442062178	0.297185430463576	0.0802980132450331	0.115066225165562	-0.1	-0.317	0.489264	0	0.018211920529801324	0.24898542
Q9UNU6	hPdPS	train	0	hNoPS	CP8B1	Homo sapiens	9606	501	0.481658904	0.221556886227544	0.0	0.0259481037924151	0.13	-0.213	0.291033	0	0.023952095808383235	
Q9UNW8	hPdPS	train	0	hNoPS	GP132	Homo sapiens	9606	380	0.546900585	0.157894736842105	0.0	0.0605263157894736	-0.06	-0.323	-0.972124	0	0.010526315789473684	
Q9UNY4	hPdPS	train	0	hNoPS	TTF2	Homo sapiens	9606	1162	0.433438516	0.256454388984509	0.10499139414802	0.110154905335628	0.94	-0.081	0.974443	0	0.029259896729776247	0.2740199
Q9UP52	hPdPS	train	0	hNoPS	TFR2	Homo sapiens	9606	801	0.471882369	0.202247191011235	0.0	0.0836454431960049	1.98	-0.044	0.861402	0	0.004993757802746567	
Q9UP83	hPdPS	train	0	hNoPS	COG5	Homo sapiens	9606	839	0.480055622	0.214541120381406	0.0238379022646007	0.0584028605482717	0.83	-0.122	0.513244	0	0.007151370679380214	0.9712867
Q9UPC5	hPdPS	train	0	hNoPS	GPR34	Homo sapiens	9606	381	0.537095363	0.144356955380577	0.0761154855643044	0.0	-0.22	-0.252	-0.568899	0	0.013123359580052493	0.6998491
Q9UPE1	hPdPS	train	0	hNoPS	SRPK3	Homo sapiens	9606	567	0.455457574	0.225749559082892	0.0705467372134038	0.19047619047619	3.13	0.027	0.966406	0	0.008818342151675485	
Q9UPM6	hPdPS	train	0	hNoPS	LHX6	Homo sapiens	9606	363	0.449709213	0.209366391184573	0.0798898071625344	0.0661157024793388	0.86	-0.124	-0.236293	0	0.005509641873278237	0.3283821
Q9UPM8	hPdPS	train	0	hNoPS	AP4E1	Homo sapiens	9606	1137	0.487305775	0.218117854001759	0.0	0.0386983289357959	0.83	-0.181	0.291098	0	0.024626209322779244	
Q9UPM9	hPdPS	train	0	hNoPS	B9D1	Homo sapiens	9606	204	0.465305011	0.186274509803921	0.0588235294117647	0.0	0.0	-0.298	0.327755	0	0.00980392156862745	
Q9UPN6	hPdPS	train	0	hNoPS	SCAF8	Homo sapiens	9606	1271	0.425491739	0.226593233674272	0.058221872541306	0.260424862313139	3.17	0.09	1.1244	0	0.013375295043273014	0.40833795
Q9UPP1	hPdPS	train	0	hNoPS	PHF8	Homo sapiens	9606	1060	0.4360587	0.269811320754717	0.238679245283018	0.10566037735849	2.54	-0.014	1.01299	0	0.03773584905660377	0.45013312
Q9UPQ4	hPdPS	train	0	hNoPS	TRI35	Homo sapiens	9606	493	0.442709038	0.281947261663286	0.0	0.0	1.49	-0.33	-0.0446285	0	0.008113590263691683	0.44369483
Q9UPQ7	hPdPS	train	0	hNoPS	PZRN3	Homo sapiens	9606	1066	0.422024182	0.290806754221388	0.0	0.0459662288930581	1.98	0.005	0.799866	0	0.024390243902439025	0.5368743
Q9UPQ8	hPdPS	train	0	hNoPS	DOLK	Homo sapiens	9606	538	0.591945477	0.117100371747211	0.0	0.113382899628252	-0.48	-0.248	-0.559702	0	0.0055762081784386614	0.5273239
Q9UPR0	hPdPS	train	0	hNoPS	PLCL2	Homo sapiens	9606	1127	0.457231588	0.247559893522626	0.0629991126885536	0.0559006211180124	4.73	-0.142	1.19375	0	0.026619343389529725	
Q9UPR3	hPdPS	train	0	hNoPS	SMG5	Homo sapiens	9606	1016	0.455960192	0.246062992125984	0.0423228346456692	0.0994094488188976	2.49	-0.136	0.400105	0	0.013779527559055118	0.9691242
Q9UPR6	hPdPS	train	0	hNoPS	ZFR2	Homo sapiens	9606	939	0.426316412	0.224707135250266	0.109691160809371	0.117145899893503	4.36	0.142	0.578357	0	0.009584664536741214	0.6576981
Q9UPT8	hPdPS	train	0	hNoPS	ZC3H4	Homo sapiens	9606	1303	0.369548904	0.277820414428242	0.660782808902532	0.423637759017651	8.1	0.217	2.25625	0	0.052954719877206444	0.41115686
Q9UPU3	hPdPS	train	0	hNoPS	SORC3	Homo sapiens	9606	1222	0.472485907	0.209492635024549	0.0	0.0490998363338788	2.14	-0.189	0.918429	0	0.009819967266775777	
Q9UPU5	hPdPS	train	0	hNoPS	UBP24	Homo sapiens	9606	2620	0.473430874	0.229007633587786	0.0175572519083969	0.0770992366412213	6.89	0.03	0.899039	0	0.03206106870229008	0.38354558
Q9UPU7	hPdPS	train	0	hNoPS	TBD2B	Homo sapiens	9606	963	0.432641052	0.278296988577362	0.043613707165109	0.109034267912772	1.68	-0.146	0.898924	1	0.035306334371754934	0.4802331
Q9UPV9	hPdPS	train	0	hNoPS	TRAK1	Homo sapiens	9606	953	0.440643582	0.248688352570828	0.0	0.0902413431269674	2.0	-0.076	0.316973	1	0.025183630640083946	0.41327548
Q9UPW0	hPdPS	train	0	hNoPS	FOXJ3	Homo sapiens	9606	622	0.412897463	0.146302250803858	0.0	0.149517684887459	2.18	0.249	0.228288	0	0.02572347266881029	0.5275454
Q9UPW5	hPdPS	train	0	hNoPS	CBPC1	Homo sapiens	9606	1226	0.453407649	0.241435562805872	0.0277324632952691	0.030995106035889	1.06	-0.074	0.843661	0	0.008156606851549755	0.66892517
